0 0 1
1 1 1
2 1 1
3 2 1
4 3 1
5 4 1
6 1 1
7 5 1
8 6 1
9 7 1
10 1 1
11 1 1
12 1 1
13 8 1
14 9 1
15 1 1
16 10 1
17 11 1
18 1 1
19 12 1
20 1 1
21 1 1
22 1 1
23 13 1
24 14 1
25 15 1
25 16 1
26 1 1
27 10 1
28 1 1
29 17 1
30 18 1
30 19 1
31 20 1
32 21 1
33 22 1
34 1 1
35 1 1
36 1 1
37 17 1
38 23 1
39 24 1
39 25 1
40 10 1
41 1 1
42 10 1
43 26 1
44 27 1
45 1 1
46 28 1
47 29 1
48 17 1
48 6 1
49 10 1
50 1 1
51 10 1
52 1 1
53 1 1
54 18 1
54 30 1
54 31 1
54 25 1
54 21 1
55 6 1
56 10 1
57 1 1
58 32 1
59 10 1
60 1 1
61 33 1
62 34 1
63 1 1
64 10 1
65 1 1
66 35 1
67 18 1
67 30 1
67 25 1
67 21 1
67 36 1
68 1 1
69 1 1
70 35 1
71 37 1
72 10 1
73 38 1
74 36 1
74 39 1
75 18 1
76 1 1
77 35 1
78 1 1
79 10 1
80 37 1
81 15 1
81 40 1
81 41 1
81 42 1
81 43 1
82 37 1
83 18 1
84 44 1
85 35 1
86 45 1
87 1 1
88 46 1
89 15 1
90 47 1
91 18 1
91 19 1
92 37 1
93 48 1
94 35 1
95 6 1
95 49 1
95 30 1
96 2 1
97 50 1
98 51 1
98 21 1
99 38 1
100 37 1
101 52 1
102 6 1
103 53 1
104 54 1
105 35 1
106 17 1
107 55 1
108 37 1
109 56 1
110 36 1
111 6 1
112 57 1
113 6 1
114 57 1
115 58 1
116 30 1
117 57 1
118 59 1
118 60 1
119 61 1
119 25 1
119 62 1
120 21 1
120 63 1
120 64 1
120 65 1
121 57 1
121 66 1
122 6 1
122 52 1
122 67 1
123 68 1
123 69 1
124 57 1
125 61 1
126 70 1
127 6 1
128 57 1
129 71 1
129 16 1
130 41 1
130 72 1
131 57 1
132 73 1
132 74 1
132 6 1
133 75 1
133 76 1
134 6 1
135 44 1
136 77 1
137 78 1
138 79 1
138 80 1
139 81 1
139 82 1
139 83 1
139 84 1
140 85 1
140 86 1
140 87 1
141 88 1
142 9 1
143 89 1
144 21 1
144 90 1
145 6 1
145 91 1
145 92 1
146 9 1
146 2 1
147 93 1
148 9 1
149 74 1
150 68 1
151 9 1
152 1 1
152 94 1
153 12 1
154 44 1
154 6 1
154 95 1
155 6 1
156 37 1
157 37 1
158 96 1
159 57 1
159 97 1
160 25 1
161 98 1
162 99 1
163 36 1
164 100 1
165 101 1
166 102 1
167 103 1
168 94 1
169 104 1
170 105 1
171 6 1
171 106 1
171 107 1
171 108 1
172 106 1
173 109 1
174 110 1
175 111 1
176 17 1
176 6 1
177 57 1
178 37 1
179 6 1
180 57 1
180 112 1
181 113 1
181 114 1
182 6 1
182 115 1
183 57 1
184 37 1
185 116 1
186 16 1
187 117 1
187 118 1
188 57 1
189 6 1
190 57 1
191 119 1
192 30 1
192 25 1
193 57 1
194 9 1
194 120 1
195 9 1
196 57 1
197 121 1
197 122 1
197 123 1
198 124 1
198 125 1
199 57 1
199 66 1
200 41 1
201 126 1
202 127 1
203 110 1
203 128 1
203 129 1
203 130 1
203 131 1
204 2 1
204 132 1
205 57 1
205 133 1
205 132 1
206 134 1
207 71 1
207 135 1
208 57 1
209 136 1
209 6 1
209 137 1
210 138 1
211 139 1
211 41 1
212 140 1
213 141 1
213 64 1
213 142 1
213 30 1
213 143 1
214 57 1
215 63 1
215 64 1
216 144 1
216 145 1
217 139 1
218 57 1
219 146 1
219 147 1
220 148 1
221 149 1
221 6 1
222 6 1
223 150 1
223 74 1
223 6 1
223 151 1
224 152 1
224 153 1
224 154 1
224 155 1
225 156 1
225 82 1
226 25 1
227 157 1
228 158 1
228 159 1
229 160 1
229 161 1
229 84 1
229 162 1
229 21 1
230 163 1
231 21 1
231 156 1
232 127 1
232 164 1
232 165 1
232 166 1
233 167 1
234 51 1
235 167 1
236 11 1
237 168 1
238 30 1
238 25 1
238 36 1
238 169 1
239 57 1
239 132 1
239 170 1
239 171 1
239 66 1
240 172 1
241 21 1
241 25 1
242 30 1
243 57 1
243 66 1
243 173 1
243 174 1
244 175 1
244 6 1
244 176 1
244 25 1
244 177 1
245 178 1
246 2 1
246 179 1
247 180 1
248 181 1
248 85 1
248 182 1
248 183 1
249 184 1
249 185 1
249 186 1
249 187 1
249 188 1
249 25 1
249 30 1
249 189 1
250 190 1
251 191 1
252 184 1
252 30 1
253 44 1
254 192 1
254 25 1
254 8 1
255 193 1
256 194 1
257 195 1
258 196 1
258 30 1
258 25 1
259 197 1
259 198 1
260 199 1
261 200 1
262 51 1
263 57 1
263 173 1
263 132 1
263 171 1
263 66 1
263 201 1
263 202 1
264 57 1
264 66 1
264 163 1
264 25 1
264 30 1
265 203 1
265 21 1
266 204 1
266 205 1
266 206 1
266 207 1
266 208 1
266 209 1
266 210 1
267 211 1
267 6 1
267 39 1
268 52 1
269 212 1
270 51 1
271 213 1
272 17 1
273 213 1
274 214 1
275 215 1
275 44 1
276 216 1
277 217 1
278 218 1
279 219 1
280 57 1
280 173 1
280 35 1
281 220 1
281 221 1
281 22 1
281 222 1
282 9 1
282 223 1
282 25 1
282 36 1
283 224 1
284 218 1
285 225 1
286 8 1
286 226 1
286 21 1
287 21 1
287 227 1
288 136 1
288 228 1
288 43 1
289 6 1
289 149 1
289 127 1
289 229 1
289 43 1
290 230 1
291 197 1
291 231 1
291 30 1
291 127 1
291 161 1
291 21 1
292 232 1
293 136 1
294 233 1
294 234 1
295 235 1
296 6 1
296 236 1
297 237 1
298 238 1
299 8 1
299 239 1
299 240 1
299 6 1
299 0 1
300 241 1
300 242 1
300 243 1
301 244 1
301 23 1
301 30 1
301 80 1
302 245 1
303 246 1
303 0 1
303 52 1
303 247 1
303 248 1
303 74 1
303 2 1
303 249 1
303 250 1
303 15 1
303 23 1
303 25 1
303 30 1
304 30 1
304 25 1
304 17 1
304 251 1
305 21 1
306 252 1
306 253 1
306 254 1
306 255 1
306 256 1
307 252 1
307 253 1
308 252 1
308 253 1
309 167 1
310 257 1
311 71 1
312 228 1
312 258 1
313 254 1
314 22 1
314 259 1
314 260 1
315 261 1
316 23 1
316 74 1
316 262 1
316 21 1
317 258 1
318 6 1
318 25 1
318 153 1
318 263 1
319 264 1
320 265 1
321 84 1
322 75 1
322 243 1
323 266 1
324 267 1
325 265 1
326 268 1
326 123 1
326 21 1
326 165 1
326 269 1
326 270 1
327 193 1
328 7 1
329 193 1
330 271 1
331 272 1
332 156 1
332 84 1
332 162 1
333 193 1
334 42 1
335 273 1
336 274 1
336 275 1
337 162 1
338 266 1
339 161 1
340 276 1
341 15 1
341 41 1
341 6 1
341 39 1
341 229 1
342 9 1
343 57 1
343 277 1
343 278 1
344 23 1
344 25 1
344 155 1
344 149 1
345 163 1
345 51 1
345 147 1
346 6 1
346 149 1
347 57 1
347 173 1
347 30 1
347 25 1
348 279 1
349 44 1
350 280 1
350 281 1
350 282 1
351 225 1
352 283 1
352 284 1
353 285 1
353 286 1
353 287 1
353 288 1
354 289 1
354 280 1
355 17 1
355 290 1
356 291 1
356 22 1
356 286 1
356 292 1
356 293 1
356 294 1
357 295 1
358 296 1
358 297 1
359 298 1
360 30 1
360 143 1
360 25 1
360 299 1
360 22 1
360 300 1
360 301 1
360 222 1
361 302 1
362 303 1
363 103 1
363 304 1
363 305 1
363 306 1
364 298 1
365 252 1
365 253 1
366 236 1
366 127 1
366 30 1
366 307 1
366 308 1
366 309 1
367 60 1
368 21 1
368 161 1
368 84 1
368 310 1
369 311 1
370 312 1
370 249 1
370 313 1
370 314 1
370 315 1
370 316 1
370 90 1
370 317 1
370 318 1
370 319 1
371 320 1
372 321 1
373 322 1
374 44 1
375 292 1
376 323 1
377 6 1
377 324 1
377 325 1
377 94 1
378 24 1
379 106 1
380 84 1
381 165 1
381 326 1
382 23 1
382 327 1
382 25 1
382 328 1
382 329 1
383 23 1
383 6 1
383 330 1
384 331 1
385 332 1
385 25 1
385 30 1
386 16 1
386 333 1
387 334 1
388 22 1
388 286 1
388 271 1
388 335 1
389 336 1
390 127 1
391 337 1
392 338 1
392 30 1
392 25 1
392 155 1
392 36 1
392 339 1
392 178 1
392 143 1
393 6 1
393 30 1
393 340 1
393 341 1
393 248 1
393 74 1
393 236 1
393 143 1
393 342 1
394 16 1
394 343 1
395 163 1
396 344 1
396 345 1
397 23 1
397 6 1
397 30 1
397 25 1
398 346 1
399 99 1
400 347 1
401 6 1
402 348 1
403 281 1
404 257 1
405 349 1
406 21 1
406 30 1
406 25 1
407 6 1
408 350 1
409 6 1
409 123 1
410 351 1
411 6 1
411 0 1
412 236 1
413 236 1
414 23 1
414 22 1
414 21 1
414 352 1
415 20 1
416 353 1
417 354 1
418 355 1
419 6 1
419 39 1
419 86 1
419 136 1
420 292 1
421 41 1
422 257 1
423 356 1
423 357 1
424 103 1
424 6 1
425 358 1
426 22 1
426 359 1
426 360 1
426 294 1
426 361 1
427 362 1
427 156 1
428 363 1
428 364 1
429 365 1
429 30 1
429 25 1
429 143 1
429 366 1
429 367 1
429 163 1
429 368 1
430 358 1
431 238 1
431 0 1
431 250 1
432 63 1
432 141 1
432 21 1
432 64 1
432 218 1
432 369 1
432 370 1
433 369 1
434 10 1
435 365 1
435 25 1
435 30 1
435 143 1
435 366 1
435 367 1
435 163 1
435 368 1
436 371 1
437 288 1
438 239 1
438 226 1
438 30 1
439 30 1
439 372 1
439 373 1
440 63 1
441 374 1
442 110 1
443 375 1
444 1 1
445 285 1
445 288 1
446 376 1
447 10 1
448 10 1
449 106 1
450 0 1
450 6 1
450 149 1
450 30 1
450 377 1
451 288 1
452 15 1
452 41 1
452 6 1
452 39 1
452 229 1
453 10 1
454 378 1
454 298 1
455 10 1
456 10 1
457 6 1
457 52 1
458 114 1
459 298 1
460 10 1
461 10 1
462 10 1
463 10 1
464 22 1
464 86 1
465 379 1
465 380 1
465 381 1
465 382 1
465 383 1
465 384 1
465 385 1
466 114 1
467 10 1
468 10 1
469 10 1
470 10 1
471 10 1
472 10 1
473 10 1
474 10 1
475 386 1
476 363 1
476 51 1
476 147 1
477 387 1
478 6 1
478 74 1
478 388 1
478 73 1
479 52 1
480 389 1
481 6 1
481 31 1
482 30 1
482 25 1
482 36 1
482 251 1
483 390 1
484 391 1
485 392 1
485 393 1
485 394 1
485 395 1
485 396 1
485 397 1
485 156 1
485 398 1
485 30 1
485 399 1
485 257 1
485 400 1
485 345 1
485 401 1
485 402 1
485 41 1
485 403 1
485 99 1
486 6 1
488 10 1
489 10 1
490 404 1
491 10 1
492 10 1
493 10 1
494 10 1
495 10 1
496 10 1
497 405 1
498 10 1
499 406 1
499 6 1
500 407 1
501 408 1
502 60 1
503 6 1
503 409 1
504 410 1
505 25 1
505 411 1
506 30 1
506 25 1
506 60 1
506 52 1
506 143 1
507 364 1
508 412 1
509 10 1
510 413 1
510 127 1
510 414 1
511 6 1
511 25 1
511 415 1
512 416 1
512 382 1
512 383 1
512 417 1
513 418 1
513 419 1
514 420 1
515 10 1
516 6 1
516 421 1
517 6 1
517 17 1
518 422 1
519 423 1
520 424 1
520 425 1
520 31 1
521 426 1
522 383 1
522 427 1
523 1 1
524 298 1
524 428 1
525 429 1
526 430 1
527 431 1
528 6 1
529 432 1
529 420 1
529 433 1
529 434 1
529 435 1
530 44 1
531 436 1
532 437 1
533 430 1
534 6 1
534 74 1
534 73 1
535 302 1
535 152 1
536 438 1
537 439 1
538 6 1
538 141 1
538 64 1
539 440 1
541 30 1
541 372 1
542 441 1
543 6 1
543 74 1
543 409 1
543 147 1
544 442 1
544 443 1
545 6 1
546 23 1
546 444 1
547 21 1
547 445 1
548 6 1
549 222 1
550 6 1
551 446 1
551 447 1
552 6 1
553 388 1
553 448 1
553 6 1
553 449 1
553 450 1
553 451 1
553 0 1
553 452 1
554 10 1
555 6 1
556 453 1
556 454 1
556 455 1
557 2 1
558 23 1
558 6 1
558 17 1
559 456 1
559 457 1
560 6 1
561 456 1
561 457 1
562 2 1
563 6 1
563 25 1
564 52 1
564 2 1
565 10 1
566 6 1
567 458 1
568 292 1
568 459 1
569 10 1
570 376 1
571 21 1
571 156 1
571 82 1
571 30 1
571 460 1
571 161 1
571 83 1
571 227 1
572 22 1
572 461 1
572 24 1
573 462 1
574 463 1
574 464 1
574 465 1
574 466 1
574 467 1
574 468 1
574 469 1
574 470 1
574 128 1
574 249 1
574 314 1
574 471 1
575 22 1
576 6 1
577 248 1
578 6 1
579 197 1
580 472 1
580 473 1
581 474 1
582 30 1
582 25 1
582 17 1
582 143 1
583 22 1
583 461 1
583 323 1
583 24 1
584 475 1
585 337 1
586 476 1
586 364 1
586 29 1
586 477 1
587 478 1
588 22 1
588 479 1
589 6 1
590 25 1
591 156 1
591 25 1
592 376 1
593 163 1
594 480 1
595 39 1
595 481 1
595 482 1
596 8 1
597 24 1
597 343 1
597 8 1
598 6 1
599 483 1
599 484 1
599 485 1
600 6 1
600 486 1
600 149 1
601 487 1
601 488 1
602 489 1
603 439 1
604 6 1
605 439 1
606 21 1
606 156 1
606 372 1
607 6 1
608 490 1
608 491 1
608 492 1
609 493 1
610 493 1
611 6 1
611 479 1
612 494 1
612 495 1
613 496 1
614 497 1
614 498 1
614 499 1
614 500 1
614 501 1
614 502 1
615 503 1
615 504 1
616 22 1
616 359 1
616 360 1
616 505 1
616 294 1
617 25 1
617 506 1
617 507 1
618 508 1
619 509 1
619 510 1
620 18 1
621 511 1
622 508 1
623 292 1
623 512 1
624 21 1
624 455 1
625 23 1
625 30 1
625 372 1
625 244 1
625 169 1
625 513 1
625 514 1
625 515 1
625 516 1
625 517 1
626 6 1
627 518 1
628 519 1
629 23 1
629 127 1
629 520 1
629 346 1
629 40 1
629 521 1
630 163 1
630 437 1
630 143 1
630 36 1
631 522 1
632 6 1
633 62 1
634 6 1
634 25 1
634 52 1
635 21 1
636 523 1
637 117 1
638 6 1
638 151 1
639 524 1
640 96 1
641 103 1
642 6 1
642 408 1
643 6 1
643 229 1
644 525 1
645 30 1
645 36 1
645 526 1
646 36 1
647 6 1
648 163 1
649 387 1
650 22 1
650 21 1
650 25 1
651 144 1
651 527 1
652 286 1
652 6 1
652 74 1
652 248 1
652 222 1
652 136 1
652 528 1
652 529 1
653 408 1
654 10 1
655 6 1
656 79 1
657 530 1
658 531 1
658 172 1
658 99 1
658 532 1
658 533 1
659 103 1
659 117 1
659 534 1
659 96 1
660 10 1
661 30 1
661 25 1
661 52 1
662 535 1
